Bài,生词,Pinyin,描述,意义,例如,复习,检查
bài 17,端,#NAME?,用双手平端东西（如端盘子、端饭）,kết thúc,服务员端着盘子走过来。,,FALSE
bài 17,盛,#NAME?,往碗里或盘子里装饭、汤、菜等,Sheng,妈妈给我盛了一碗汤。,,FALSE
bài 17,东张西望,#NAME?,到处张望、左顾右盼（常表示好奇或警惕）,Nhìn xung quanh,小偷在街上东张西望。,,FALSE
bài 17,企图,#NAME?,试图做某事（常含贬义，指不好的打算）,nỗ lực,他企图偷钱包，被警察抓住了。,,FALSE
bài 17,动手,#NAME?,开始动手做某事，或动手打人,Hãy hành động,我动手打苍蝇，却没打中。,,FALSE
bài 17,纳闷儿,#NAME?,心里疑惑、觉得奇怪、不明白原因,Bối rối,我一直纳闷儿，他为什么突然不联系我了。,,FALSE
bài 17,能量,#NAME?,能量（物理或生物体所需的力量）,năng lượng,运动员需要很多能量才能跑完马拉松。,,FALSE
bài 17,论证,#NAME?,用理由证明某个观点或结论,Lý lẽ,科学家正在论证这个新理论。,,FALSE
bài 17,筛选,#NAME?,仔细挑选、过滤（从很多中选出好的）,lọc,公司对简历进行了严格筛选。,,FALSE
bài 17,标记,#NAME?,做记号、标注出来,đánh dấu,在地图上标记一下我们的位置。,,FALSE
bài 17,名次,#NAME?,排名、名次顺序,Thứ hạng,他在班里考试名次很高。,,FALSE
bài 17,感慨,#NAME?,有感而发、深有感触地叹息,Cảm giác,看到家乡的变化，他感慨万千。,,FALSE
bài 17,渺小,#NAME?,非常微小、微不足道（与宏大对比）,Không đáng kể,在宇宙面前，人类显得非常渺小。,,FALSE
bài 17,姑且,#NAME?,暂且、暂时这样（有让步、勉强之意）,tạm thời,你姑且先试试这个办法吧。,,FALSE
bài 17,文雅,#NAME?,优雅、文雅、有文化气质,thanh lịch,她的举止非常文雅。,,FALSE
bài 17,犬,#NAME?,狗的文雅说法,chó,我们姑且用“犬”这个文雅的称呼。,,FALSE
bài 17,系列,#NAME?,一系列、成套的,loạt,这家公司推出了一系列新产品。,,FALSE
bài 17,推论,#NAME?,根据已知推断出结论,suy luận,科学家推论这个结果与新陈代谢有关。,,FALSE
bài 17,本身,#NAME?,自身、它自己,chính nó,这个问题要从事情本身去找原因。,,FALSE
bài 17,新陈代谢,#NAME?,新陈代谢（生物体更新替换的过程）,Chuyển hóa,年轻人新陈代谢比较快。,,FALSE
bài 17,跳跃,#NAME?,跳起来、跳跃动作,nhảy,猫一下子跳跃起来抓住了苍蝇。,,FALSE
bài 17,瞄准,#NAME?,对准目标看准,mục tiêu,他瞄准目标后才射击。,,FALSE
bài 17,鸽子,#NAME?,鸽子,Chim bồ câu,广场上有很多鸽子。,,FALSE
bài 17,视线,#NAME?,视线、目光所能看到的地方,tầm nhìn,大树挡住了我的视线。,,FALSE
bài 17,周边,#NAME?,周围、附近地区,Khu vực xung quanh,上海周边有很多旅游景点。,,FALSE
bài 17,颤抖,#NAME?,发抖、颤抖（因冷、怕或激动）,Run rẩy,她冷得全身颤抖。,,FALSE
bài 17,确切,#NAME?,准确、确切、明确,chính xác,请告诉我确切的时间。,,FALSE
bài 17,迟钝,#NAME?,反应慢、不灵敏,chậm,他年纪大了，反应有点迟钝。,,FALSE
bài 17,庞大,#NAME?,非常巨大、庞大,to lớn,这个工程的规模非常庞大。,,FALSE
bài 17,笨拙,#NAME?,动作不灵活、笨拙,hậu đậu,小熊走起路来很笨拙。,,FALSE
bài 17,比方,#NAME?,比如、例如,Ví dụ,我喜欢很多运动，比方说足球、篮球。,,FALSE
bài 17,间隔,#NAME?,间隔、距离,khoảng thời gian,两次会议之间间隔了一个月。,,FALSE
bài 17,闪烁,#NAME?,闪烁、忽明忽暗地闪,nhấp nháy,星星在夜空中闪烁。,,FALSE
bài 17,视力,#NAME?,视力、眼睛看东西的能力,tầm nhìn,他的视力越来越差了。,,FALSE
bài 17,攻击,#NAME?,攻击、进攻,tấn công,那个国家攻击了邻国。,,FALSE
bài 17,势必,#NAME?,必然会、一定会（多用于推断结果）,Không thể tránh khỏi,不努力学习，势必会落后。,,FALSE
bài 17,博大精深,#NAME?,博大精深、内容丰富深刻,Sâu,中国文化博大精深。,,FALSE
bài 17,深奥,#NAME?,深奥、难以理解,sâu,这个问题太深奥了，我听不懂。,,FALSE
bài 17,无能为力,#NAME?,无能为力、没有办法,bất lực,面对这种情况，我感到无能为力。,,FALSE
bài 17,实惠,#NAME?,实惠、真正的好处、划算,Có thể chi trả,这件衣服既漂亮又实惠。,,FALSE
bài 17,个体,#NAME?,个体、单个的人或生物,cá nhân,每个个体的情况都不一样。,,FALSE
bài 17,焦急,#NAME?,焦急、非常着急,lo lắng,孩子还没回来，妈妈非常焦急。,,FALSE
bài 18,神奇,#NAME?,很神奇、令人惊叹,ảo thuật,大自然太神奇了。,,FALSE
bài 18,丝瓜,#NAME?,一种常见的瓜类蔬菜,xơ mướp,妈妈今天买了两个丝瓜。,,FALSE
bài 18,随即,#NAME?,紧接着、马上,ngay lập tức,他说完就随即离开了。,,FALSE
bài 18,株,#NAME?,植物的计数单位,sự căng thẳng,这株丝瓜长得特别快。,,FALSE
bài 18,粒,#NAME?,细小颗粒的计数单位,ngũ cốc,碗里只剩几粒米了。,,FALSE
bài 18,土壤,#NAME?,土地、泥土,đất,这块土壤很适合种菜。,,FALSE
bài 18,肥沃,#NAME?,土地肥沃、养分充足,màu mỡ,东北的黑土非常肥沃。,,FALSE
bài 18,滋润,#NAME?,提供水分使植物生长,Dưỡng ẩm,雨水滋润着年轻的树苗。,,FALSE
bài 18,照耀,#NAME?,光线照射,Tỏa sáng,阳光照耀着大地。,,FALSE
bài 18,惊讶,#NAME?,感到吃惊,sự ngạc nhiên,我惊讶地发现丝瓜长得这么快。,,FALSE
bài 18,愣,#NAME?,发呆、一下子反应不过来,choáng váng,他被这个问题问愣了。,,FALSE
bài 18,拔苗助长,#NAME?,拔苗助长（违背自然规律）,Giúp cây con phát triển bằng cách nhổ chúng lên.,不能拔苗助长，要顺其自然。,,FALSE
bài 18,宁愿,#NAME?,宁可、情愿,thà,我宁愿自己辛苦也不麻烦别人。,,FALSE
bài 18,疲倦,#NAME?,身体疲劳,mệt,工作了一天，他感到很疲倦。,,FALSE
bài 18,茎,#NAME?,植物的茎,thân cây,丝瓜的茎爬上了墙。,,FALSE
bài 18,幢,#NAME?,楼房计数单位,Xây dựng,我们住在这幢楼的第三层。,,FALSE
bài 18,陡峭,#NAME?,山势或墙壁很陡,dốc,这座山非常陡峭。,,FALSE
bài 18,挺拔,#NAME?,直而高壮,cao và thẳng,那棵松树长得挺拔有力。,,FALSE
bài 18,茂盛,#NAME?,植物长得茂密旺盛,tươi tốt,花园里的花草非常茂盛。,,FALSE
bài 18,覆盖,#NAME?,盖住、遮住表面,che phủ,绿叶覆盖了整个墙面。,,FALSE
bài 18,水泥,#NAME?,建筑材料,xi măng,这个房子是用水泥建的。,,FALSE
bài 18,生机,#NAME?,生命力、活力,sức sống,春天万物充满生机。,,FALSE
bài 18,花瓣,#NAME?,花的花瓣,cánh hoa,黄色的花瓣非常漂亮。,,FALSE
bài 18,点缀,#NAME?,加以装饰、美化,trang trí,红花点缀在绿叶之间。,,FALSE
bài 18,协调,#NAME?,配合得当、和谐,phối hợp,两种颜色搭配得很协调。,,FALSE
bài 18,柔和,#NAME?,温和、不强烈,mềm mại,她的声音柔和好听。,,FALSE
bài 18,分量,#NAME?,重量,Số lượng,这个瓜的分量不轻。,,FALSE
bài 18,朝气蓬勃,#NAME?,充满活力、生气勃勃,mãnh liệt,孩子们朝气蓬勃的样子真好。,,FALSE
bài 18,悬挂,#NAME?,挂在空中,đình chỉ,丝瓜悬挂在空中。,,FALSE
bài 18,负担,#NAME?,承受重量、责任,gánh nặng,这根细茎负担不起大瓜的重量。,,FALSE
bài 18,坠,#NAME?,向下掉落,ngã,苹果从树上坠落下来。,,FALSE
bài 18,沉重,#NAME?,沉重、有压力,nặng,这个消息给他带来沉重的打击。,,FALSE
bài 18,节制,#NAME?,控制、节制,điều khiển,玩游戏要有节制。,,FALSE
bài 18,辫子,#NAME?,编好的头发,bím tóc,她扎着两条长辫子。,,FALSE
bài 18,臂,#NAME?,胳膊,cánh tay,他的臂力很大。,,FALSE
bài 18,呵,#NAME?,呼气,Ồ,冬天呵气都是白色的。,,FALSE
bài 18,与日俱增,#NAME?,一天天增加,tăng lên từng ngày,他的压力与日俱增。,,FALSE
bài 18,梢,#NAME?,末端、顶端,Mẹo,鸟停在树梢上。,,FALSE
bài 18,垂直,#NAME?,垂直方向,thẳng đứng,电线垂直地挂着。,,FALSE
bài 18,吊,#NAME?,悬空挂着,Treo,那个瓜垂直地吊在空中。,,FALSE
bài 18,晃,#NAME?,摇晃、摆动,lắc,风铃在风中晃来晃去。,,FALSE
bài 18,断定,#NAME?,肯定判断,Quyết tâm,我断定他会成功。,,FALSE
bài 18,凹凸,#NAME?,高低不平,Lõm và lồi,路面凹凸不平。,,FALSE
bài 18,修建,#NAME?,建造,Sự thi công,他们正在修建新楼。,,FALSE
bài 18,不可思议,#NAME?,难以想象,Đáng kinh ngạc,这个魔术太不可思议了。,,FALSE
bài 18,徘徊,#NAME?,来回走动、犹豫,đi lang thang,他一直在门口徘徊。,,FALSE
bài 18,一如既往,#NAME?,和以前一样,như mọi khi,他还是一如既往地努力学习。,,FALSE
bài 19,样品,#NAME?,拿来做样子的东西,vật mẫu,这部手机只是样品，不能卖。,,FALSE
bài 19,刺,#NAME?,用尖东西扎人,đâm,小心别被蜜蜂刺到。,,FALSE
bài 19,气味,#NAME?,鼻子闻到的味道,mùi,这房间有很难闻的气味。,,FALSE
bài 19,恍然大悟,#NAME?,突然明白了,Đột nhiên nhận ra,听了他的解释，我恍然大悟。,,FALSE
bài 19,进而,#NAME?,再进一步,và sau đó,先学好基础知识，进而才能创新。,,FALSE
bài 19,分裂,#NAME?,分开裂开,Tách ra,细胞分裂后才能生长。,,FALSE
bài 19,渗透,#NAME?,慢慢渗进去,sự thâm nhập,雨水慢慢渗透到土壤里。,,FALSE
bài 19,定义,#NAME?,给东西下定义,sự định nghĩa,字典给“幸福”下了定义。,,FALSE
bài 19,潜水,#NAME?,潜到水下面,lặn,他周末喜欢去潜水。,,FALSE
bài 19,繁殖,#NAME?,生小宝宝,Sự sinh sản,这些细菌繁殖得很快。,,FALSE
bài 19,场所,#NAME?,活动的地方,địa điểm,图书馆是学习的好场所。,,FALSE
bài 19,古怪,#NAME?,很奇怪,lập dị,这个人的性格很古怪。,,FALSE
bài 19,贝壳,#NAME?,贝的硬壳,vỏ bọc,海边有很多漂亮的贝壳。,,FALSE
bài 19,诧异,#NAME?,觉得很奇怪,Ngạc nhiên,我对他的行为感到诧异。,,FALSE
bài 19,细菌,#NAME?,很小的细菌,vi khuẩn,要经常洗手防止细菌。,,FALSE
bài 19,过滤,#NAME?,把脏东西滤掉,lọc,这个水要过滤后再喝。,,FALSE
bài 19,来源,#NAME?,东西从哪里来,nguồn,这条消息的来源不明。,,FALSE
bài 19,合成,#NAME?,合在一起做新东西,tổng hợp,这两种材料可以合成新产品。,,FALSE
bài 19,解放,#NAME?,解除束缚,giải phóng,1949年解放了全中国。,,FALSE
bài 19,迈,#NAME?,往前走一步,Mai,迈开大步向前走。,,FALSE
bài 19,探索,#NAME?,去找答案,khám phá,科学家正在探索宇宙的秘密。,,FALSE
bài 19,据悉,#NAME?,根据听到的消息,"Theo các nguồn tin,",据悉台风明天会来。,,FALSE
bài 19,忍受,#NAME?,忍住不舒服,Con gấu,他忍受不了这种痛苦。,,FALSE
bài 19,超越,#NAME?,超过别人,Vượt ra,他的成绩已经超越了别人。,,FALSE
bài 19,摄氏度,#NAME?,温度的单位,Độ C,今天气温高达38摄氏度。,,FALSE
bài 19,丧失,#NAME?,失去东西,sự mất mát,他因为粗心丧失了机会。,,FALSE
bài 19,偏偏,#NAME?,偏偏不听话,Nhưng,大家都劝他别去，他偏偏要去。,,FALSE
bài 19,真相,#NAME?,真实的情况,sự thật,我们要查清事情的真相。,,FALSE
bài 19,华丽,#NAME?,很漂亮,lộng lẫy,这件衣服穿起来很华丽。,,FALSE
bài 19,阵容,#NAME?,队伍的配置,đội hình,我们队的阵容很强大。,,FALSE
bài 19,有条不紊,#NAME?,做事很有条理,có phương pháp,他做事一直有条不紊。,,FALSE
bài 19,展现,#NAME?,表现出来,Trình diễn,他的才能终于展现出来了。,,FALSE
bài 19,丛,#NAME?,一堆长在一起,Quốc hội,山上有一丛野花。,,FALSE
bài 19,体积,#NAME?,东西的大小,âm lượng,这个箱子的体积很大。,,FALSE
bài 19,造型,#NAME?,东西的样子,mô hình hóa,这个雕塑的造型很特别。,,FALSE
bài 19,迷惑,#NAME?,搞不清楚,bối rối,我对这个问题感到迷惑。,,FALSE
bài 19,奇妙,#NAME?,很奇妙,tuyệt vời,海底世界非常奇妙。,,FALSE
bài 19,广阔,#NAME?,很大很宽,rộng,这片草原非常广阔。,,FALSE
bài 19,基地,#NAME?,做事情的基地,căn cứ,这里是科学研究基地。,,FALSE
bài 20,勤俭,#NAME?,拿来做样子的东西,tiết kiệm,这部手机只是样品，不能卖。,,FALSE
bài 20,农历,#NAME?,用尖东西扎,lịch âm lịch,小心别被蜜蜂刺到。,,FALSE
bài 20,将近,#NAME?,鼻子闻到的味道,gần như,这房间有很难闻的气味。,,FALSE
bài 20,况且,#NAME?,突然明白了,Hơn thế nữa,听了他的解释，我恍然大悟。,,FALSE
bài 20,乌黑,#NAME?,再进一步,đen tuyền,先学好基础知识，进而才能创新。,,FALSE
bài 20,跟随,#NAME?,分开裂开,theo,细胞分裂后才能生长。,,FALSE
bài 20,寻觅,#NAME?,慢慢渗进去,Tìm kiếm,雨水慢慢渗透到土壤里。,,FALSE
bài 20,美观,#NAME?,给东西下定义,Đẹp mắt,字典给“幸福”下了定义。,,FALSE
bài 20,别致,#NAME?,潜到水下面,Độc nhất,他周末喜欢去潜水。,,FALSE
bài 20,浸泡,#NAME?,生小宝宝,ngâm,这些细菌繁殖得很快。,,FALSE
bài 20,责怪,#NAME?,活动的地方,Đổ tội,图书馆是学习的好场所。,,FALSE
bài 20,嗨,#NAME?,很奇怪,CHÀO,这个人的性格很古怪。,,FALSE
bài 20,祖父,#NAME?,贝的硬壳,ông nội,海边有很多漂亮的贝壳。,,FALSE
bài 20,废寝忘食,#NAME?,觉得很奇怪,Quên ăn và ngủ,我对他的行为感到诧异。,,FALSE
bài 20,窝,#NAME?,很小的细菌,tổ,要经常洗手防止细菌。,,FALSE
bài 20,畔,#NAME?,把脏东西滤掉,ngân hàng,这个水要过滤后再喝。,,FALSE
bài 20,椭圆,#NAME?,东西从哪里来,hình bầu dục,这条消息的来源不明。,,FALSE
bài 20,外表,#NAME?,合在一起做新东西,Vẻ bề ngoài,这两种材料可以合成新产品。,,FALSE
bài 20,镶嵌,#NAME?,解除束缚,tranh khảm,1949年解放了全中国。,,FALSE
bài 20,坚硬,#NAME?,迈步前进,cứng,迈开大步向前走。,,FALSE
bài 20,工艺品,#NAME?,去找答案,đồ thủ công mỹ nghệ,科学家正在探索宇宙的秘密。,,FALSE
bài 20,砸,#NAME?,根据听到的消息,Đập vỡ,据悉台风明天会来。,,FALSE
bài 20,膝盖,#NAME?,忍住不舒服,đầu gối,他忍受不了这种痛苦。,,FALSE
bài 20,枝,#NAME?,超过别人,chi nhánh,他的成绩已经超越了别人。,,FALSE
bài 20,拐杖,#NAME?,温度的单位,nạng,今天气温高达38摄氏度。,,FALSE
bài 20,拄,#NAME?,失去东西,ủng hộ,他因为粗心丧失了机会。,,FALSE
bài 20,瘸,#NAME?,偏偏不听话,què,大家都劝他别去，他偏偏要去。,,FALSE
bài 20,挖掘,#NAME?,真实的情况,Moi lên,我们要查清事情的真相。,,FALSE
bài 20,宁肯,#NAME?,很漂亮,Hơn là,这件衣服穿起来很华丽。,,FALSE
bài 20,告诫,#NAME?,队伍的配置,lời khuyên răn,我们队的阵容很强大。,,FALSE
bài 20,欲望,#NAME?,做事很有条理,sự mong muốn,他做事一直有条不紊。,,FALSE
bài 20,贪婪,#NAME?,表现出来,tham,他的才能终于展现出来了。,,FALSE
bài 20,争夺,#NAME?,一堆长在一起,đấu tranh ,山上有一丛野花。,,FALSE
bài 20,贪污,#NAME?,东西的大小,tham nhũng,这个箱子的体积很大。,,FALSE
bài 20,贿赂,#NAME?,东西的样子,hối lộ,这个雕塑的造型很特别。,,FALSE
bài 20,不择手段,#NAME?,搞不清楚,chơi hết mình,我对这个问题感到迷惑。,,FALSE
bài 20,颇,#NAME?,很奇妙,khá,海底世界非常奇妙。,,FALSE
bài 20,分明,#NAME?,很大很宽,riêng biệt,这片草原非常广阔。,,FALSE
bài 20,隐蔽,#NAME?,做事情的基地,ẩn giấu,这里是科学研究基地。,,FALSE
bài 20,扎,#NAME?,,cà vạt,,,FALSE
bài 20,砖,#NAME?,,gạch,,,FALSE
bài 20,拣,#NAME?,,Nhặt,,,FALSE
bài 20,撇,#NAME?,,cú đánh ngã trái,,,FALSE
bài 20,发炎,#NAME?,,bị viêm,,,FALSE
bài 20,侥幸,#NAME?,,may mắn,,,FALSE
bài 20,滋味,#NAME?,,nếm,,,FALSE
bài 20,逢,#NAME?,,Cuộc họp,,,FALSE
bài 20,得不偿失,#NAME?,,Việc đó không đáng.,,,FALSE
bài 21,急剧,#NAME?,变化很快,sắc,,,FALSE
bài 21,川流不息,#NAME?,人车很多,Chảy liên tục,,,FALSE
bài 21,把手,#NAME?,门的手柄,xử lý,,,FALSE
bài 21,装卸,#NAME?,装货卸货,Bốc dỡ hàng hóa,,,FALSE
bài 21,相应,#NAME?,对应的,tương ứng,,,FALSE
bài 21,着重,#NAME?,重点说,Nhấn mạnh,,,FALSE
bài 21,虚拟,#NAME?,不是真的,ảo,,,FALSE
bài 21,插座,#NAME?,插电的地方,ổ cắm,,,FALSE
bài 21,反馈,#NAME?,回馈意见,nhận xét,,,FALSE
bài 21,无微不至,#NAME?,照顾很细心,tỉ mỉ,,,FALSE
bài 21,便利,#NAME?,很方便,thuận lợi,,,FALSE
bài 21,把关,#NAME?,检查控制,kiểm tra,,,FALSE
bài 21,人工,#NAME?,用人做事,nhân tạo,,,FALSE
bài 21,秤,#NAME?,称重量的工具,cân,,,FALSE
bài 21,总和,#NAME?,加起来的数量,tổng,,,FALSE
bài 21,模式,#NAME?,做事的方式,người mẫu,,,FALSE
bài 21,嫌,#NAME?,觉得不喜欢,Không thích,,,FALSE
bài 21,腥,#NAME?,鱼的味道,cá,,,FALSE
bài 21,清理,#NAME?,打扫干净,Dọn dẹp,,,FALSE
bài 21,等候,#NAME?,等待,chờ,,,FALSE
bài 21,勘探,#NAME?,去找矿,khám phá,,,FALSE
bài 21,矿产,#NAME?,地下的矿,khoáng chất,,,FALSE
bài 21,款式,#NAME?,衣服的样子,hình dạng,,,FALSE
bài 21,主导,#NAME?,主要引导,dẫn đầu,,,FALSE
bài 21,兴隆,#NAME?,生意好,Hưng Long,,,FALSE
bài 21,羽绒服,#NAME?,羽绒衣服,áo khoác lông vũ,,,FALSE
bài 21,旗袍,#NAME?,旗袍,sườn xám,,,FALSE
bài 21,音响,#NAME?,声音设备,Âm thanh,,,FALSE
bài 21,收音机,#NAME?,听广播的机器,radio,,,FALSE
bài 21,水龙头,#NAME?,出水的开关,Vòi nước,,,FALSE
bài 21,纽扣儿,#NAME?,衣服扣子,Nút bấm,,,FALSE
bài 21,革命,#NAME?,大改变,cuộc cách mạng,,,FALSE
bài 21,改良,#NAME?,改进,Cải thiện,,,FALSE
bài 21,欣欣向荣,#NAME?,很兴旺,phát triển mạnh,,,FALSE
bài 21,仓库,#NAME?,存东西的地方,kho chứa,,,FALSE
bài 21,投票,#NAME?,投票选举,bỏ phiếu,,,FALSE
bài 21,保管,#NAME?,保证,quyền giám hộ,,,FALSE
bài 21,新颖,#NAME?,新样子,cuốn tiểu thuyết,,,FALSE
bài 21,中意,#NAME?,喜欢,Trung Quốc,,,FALSE
bài 21,关怀,#NAME?,关心照顾,chăm sóc,,,FALSE
bài 22,堵塞,#NAME?,路堵住了,tắc nghẽn,路上堵塞得很厉害。,,FALSE
bài 22,滞留,#NAME?,被困在那里,Giam giữ,航班取消后，很多旅客滞留在机场。,,FALSE
bài 22,皆,#NAME?,全部都是,tất cả,大家皆大欢喜。,,FALSE
bài 22,明智,#NAME?,聪明做法,khôn ngoan,这个决定很明智。,,FALSE
bài 22,出路,#NAME?,解决的办法,lối ra,他终于找到了出路。,,FALSE
bài 22,规范,#NAME?,做得正确,thông số kỹ thuật,他的行为不规范。,,FALSE
bài 22,谋求,#NAME?,努力去找,tìm kiếm,我们要谋求更好的发展。,,FALSE
bài 22,折磨,#NAME?,让人很难受,Tra tấn,病痛折磨着他。,,FALSE
bài 22,翼,#NAME?,翅膀,cánh,鸟儿张开翅膀飞走了。,,FALSE
bài 22,担保,#NAME?,保证没问题,bảo đảm,我敢担保他不会迟到。,,FALSE
bài 22,大体,#NAME?,大概情况,nói chung,大体上我同意你的看法。,,FALSE
bài 22,勾画,#NAME?,画出样子,Đề cương,他几笔就勾画出人物。,,FALSE
bài 22,轮廓,#NAME?,大概形状,đường viền,这座山的轮廓很清楚。,,FALSE
bài 22,指责,#NAME?,批评别人,Lời buộc tội,不要随便指责别人。,,FALSE
bài 22,抵达,#NAME?,到达地方,đến,我们终于抵达目的地。,,FALSE
bài 22,终点,#NAME?,结束的地方,kết thúc,比赛到达了终点。,,FALSE
bài 22,配备,#NAME?,准备好东西,Được trang bị,公司配备了新电脑。,,FALSE
bài 22,停泊,#NAME?,停船或车,neo đậu,船停泊在港口。,,FALSE
bài 22,力求,#NAME?,努力去做,Nỗ lực,我们力求做到最好。,,FALSE
bài 22,干预,#NAME?,管别人事,Sự can thiệp,请不要干预我的事。,,FALSE
bài 22,平坦,#NAME?,很平,phẳng,道路很平坦。,,FALSE
bài 22,奔驰,#NAME?,跑得很快,Benz,汽车在高速路上奔驰。,,FALSE
bài 22,试图,#NAME?,尝试去做,nỗ lực,他试图说服我。,,FALSE
bài 22,引导,#NAME?,带路,hướng dẫn,老师引导我们学习。,,FALSE
bài 22,串,#NAME?,一串东西,sợi dây,我买了一串葡萄。,,FALSE
bài 22,珍珠,#NAME?,珍珠,ngọc trai,她戴着珍珠项链。,,FALSE
bài 22,引擎,#NAME?,汽车发动机,động cơ,汽车引擎声音很大。,,FALSE
bài 22,行列,#NAME?,排队的人,thứ hạng,他排在第一行列。,,FALSE
bài 22,潮流,#NAME?,流行方向,xu hướng,潮流在不断变化。,,FALSE
bài 22,助理,#NAME?,帮忙的人,trợ lý,她是我的好助理。,,FALSE
bài 22,柴油,#NAME?,一种燃料,nhiên liệu diesel,卡车用柴油。,,FALSE
bài 22,遏制,#NAME?,控制住,bao gồm,我们要遏制不良行为。,,FALSE
bài 22,比重,#NAME?,比例大小,tỷ lệ,男生比重较大。,,FALSE
bài 22,昂贵,#NAME?,价钱很高,đắt,这件衣服很昂贵。,,FALSE
bài 22,优胜劣汰,#NAME?,好的留下来，坏的淘汰,Sự sống sót của kẻ mạnh nhất,竞争中优胜劣汰。,,FALSE
bài 22,锦上添花,#NAME?,好上加好,Thêm hoa vào vải gấm.,锦上添花更好。,,FALSE
bài 22,排除,#NAME?,去掉,loại trừ,排除所有困难。,,FALSE
bài 22,伴侣,#NAME?,一起生活的人,bạn đồng hành,他们是生活伴侣。,,FALSE
bài 22,支柱,#NAME?,主要支持,trụ,教育是国家的支柱。,,FALSE
bài 22,保障,#NAME?,保证做到,Đảm bảo,法律保障我们的权利。,,FALSE
bài 23,通俗,#NAME?,容易懂的话,phổ biến,这个解释很通俗，大家都听得懂。,,FALSE
bài 23,堆积,#NAME?,东西堆很多,sự tích lũy,这些旧衣服已经堆积在柜子里好几个月了。,,FALSE
bài 23,卓越,#NAME?,很优秀,sự xuất sắc,他的学习成绩非常卓越，大家都羡慕。,,FALSE
bài 23,预测,#NAME?,提前知道,dự đoán,专家预测明天会下大雨。,,FALSE
bài 23,万分,#NAME?,非常,vô cùng,听到这个消息，我心里万分高兴。,,FALSE
bài 23,振奋,#NAME?,精神很好,Tiếp thêm sinh lực,这个胜利的消息让全国人民感到振奋。,,FALSE
bài 23,公认,#NAME?,大家都觉得,được chấp nhận,她是大家公认的最好老师。,,FALSE
bài 23,功劳,#NAME?,做的贡献,công lao,这次成功他的功劳最大。,,FALSE
bài 23,战略,#NAME?,重要计划,chiến lược,公司制定了新的战略计划。,,FALSE
bài 23,派遣,#NAME?,派人去,gửi,领导派遣我去北京参加会议。,,FALSE
bài 23,模型,#NAME?,做样子,Người mẫu,小孩子正在玩飞机模型。,,FALSE
bài 23,共计,#NAME?,总共,tổng cộng,这次考试共计有五十名学生参加。,,FALSE
bài 23,优越,#NAME?,很好,thượng đẳng,这里的自然环境比城市优越很多。,,FALSE
bài 23,实事求是,#NAME?,实事求是,Tìm kiếm chân lý từ thực tế,我们说话做事要实事求是。,,FALSE
bài 23,细致,#NAME?,很仔细,tỉ mỉ,她做事情特别细致，从不马虎。,,FALSE
bài 23,不言而喻,#NAME?,不用说,Điều đó là hiển nhiên,他的成功是不言而喻的。,,FALSE
bài 23,血压,#NAME?,血压,huyết áp,爷爷最近血压有点高。,,FALSE
bài 23,依赖,#NAME?,靠别人,phụ thuộc,小孩子太依赖妈妈了。,,FALSE
bài 23,切切实实,#NAME?,真的,Thật sự,我们要切切实实把工作落实好。,,FALSE
bài 23,切实,#NAME?,确实,thực tế,政府切实帮助了困难家庭。,,FALSE
bài 23,协助,#NAME?,帮忙,hỗ trợ,谢谢你协助我完成这个项目。,,FALSE
bài 23,先进,#NAME?,很先进,trình độ cao,这个工厂的技术很先进。,,FALSE
bài 23,器材,#NAME?,工具,thiết bị,健身房里的器材都很齐全。,,FALSE
bài 23,人为,#NAME?,人做出来的,Nhân loại,这场事故是人为造成的。,,FALSE
bài 23,前景,#NAME?,未来发展,triển vọng,这个行业的前景非常好。,,FALSE
bài 23,临床,#NAME?,看病,lâm sàng,医生有丰富的临床经验。,,FALSE
bài 23,维护,#NAME?,保护,duy trì,我们要维护好公共秩序。,,FALSE
bài 23,生理,#NAME?,身体的,sinh lý,男女生理上有很大区别。,,FALSE
bài 23,攒,#NAME?,存钱,Cứu,我正在攒钱买新电脑。,,FALSE
bài 23,可行,#NAME?,可以做,khả thi,这个计划完全可行。,,FALSE
bài 23,展望,#NAME?,看未来,Triển vọng,展望未来，我们充满希望。,,FALSE
bài 23,扭转,#NAME?,改变方向,Xoắn,他努力扭转了落后局面。,,FALSE
bài 23,萌芽,#NAME?,开始生长,nụ,新的想法正在萌芽。,,FALSE
bài 23,荒谬,#NAME?,不合理,vô lý,他的观点太荒谬了。,,FALSE
bài 23,预兆,#NAME?,提前信号,điềm báo,乌云是下雨的预兆。,,FALSE
bài 23,消除,#NAME?,去掉,loại bỏ,我们要消除安全隐患。,,FALSE
bài 23,隐患,#NAME?,隐藏问题,Nguy hiểm tiềm ẩn,这个地方还有很多隐患。,,FALSE
bài 23,案例,#NAME?,真实例子,Trường hợp,这是一个真实案例。,,FALSE
bài 23,零星,#NAME?,很少的,không thường xuyên,现场只有零星几个人。,,FALSE
bài 23,挽救,#NAME?,救回来,cứu,医生成功挽救了病人。,,FALSE
bài 23,监测,#NAME?,检查,màn hình,护士正在监测病人血压。,,FALSE
bài 23,血压,#NAME?,血压,huyết áp,爷爷的血压最近有点高。,,FALSE
bài 23,先进,#NAME?,很先进,trình độ cao,这项技术属于先进水平。,,FALSE
bài 23,人为,#NAME?,人做出来的,Nhân loại,不要做人为破坏。,,FALSE
bài 23,切切实实,#NAME?,真的,Thật sự,我们必须切切实实做好准备。,,FALSE
